"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_renovated","zipcode","yr_old"
"5680",725,4,2,2190,9400,1,0,0,4,7,1450,740,0,98033,59
"5681",286,3,2,1680,5000,2,0,0,3,8,1680,0,0,98023,34
"5682",335,3,2,1210,9926,1,0,0,NA,7,1210,0,2015,98006,67
"5683",395.3,3,2,1120,7000,1,0,0,3,7,1120,0,0,98007,66
"5684",510,4,3,3180,13348,2,0,0,3,8,3020,160,0,98019,17
"5685",203,3,1,920,7500,1,0,0,4,7,920,0,0,98032,51
"5686",248,2,1,700,8301,1,0,0,3,6,700,0,0,98155,68
"5687",265,3,2,2540,7216,2,0,0,3,8,2540,0,0,98023,30
"5688",1000,4,2,2100,4560,2,0,0,4,NA,2100,0,0,98103,109
"5689",1000,3,1,1540,24500,2,0,0,3,7,1540,NA,0,98125,72
"5690",241.4,3,2,1420,9828,1,0,0,4,7,1420,0,0,98010,31
"5691",309.95,4,2,1450,10074,1,0,0,4,7,1450,0,0,98058,55
"5692",294.01,3,2,1550,4057,NA,0,0,3,6,830,720,0,98106,76
"5693",345,3,2,1920,9672,2,0,0,4,8,1920,0,0,98074,37
"5694",625,3,2,1920,9672,2,0,0,4,8,1920,0,0,98074,37
"5695",660,4,2,2510,4543,2,0,0,3,NA,2510,0,0,98075,19
"5696",559,2,2,1660,4500,1,0,0,3,8,1660,0,0,98053,18
"5697",866,4,3,3990,9786,2,0,0,3,9,3990,0,0,98053,17
"5698",770,3,2,2350,5700,2,0,0,4,NA,1810,540,0,98112,82
"5699",259.95,3,2,1350,7827,1,0,0,4,7,1350,0,0,98030,53
"5700",352,5,3,2980,9838,1,0,0,3,7,1710,NA,0,98030,53
"5701",2466.35,5,5,6390,13180,2,0,0,3,10,4560,1830,0,98112,81
"5702",395,3,2,1590,10229,1,0,0,3,7,1590,0,0,98034,55
"5703",276.5,4,2,1400,6650,2,0,0,NA,6,1400,0,0,98168,79
"5704",530,3,2,1880,100623,2,0,0,3,8,1880,0,2007,98024,34
"5705",798,4,3,3500,10260,2,0,0,3,10,3500,0,0,98008,34
"5706",380,2,2,1370,5756,1,0,0,3,8,1370,0,0,98034,35
"5707",350,4,2,2810,10433,2,0,0,3,8,2810,0,0,98022,20
"5708",325,3,2,2220,6049,2,0,0,4,8,2220,0,0,98031,31
"5709",336,3,2,2110,4549,2,0,0,4,8,2110,0,0,98042,32
"5710",286.9,3,2,1720,NA,1,0,0,4,7,1440,280,0,98042,47
"5711",472,5,2,1780,7245,1,0,0,4,8,1330,450,0,98052,45
"5712",263,3,2,1410,8100,2,0,0,3,7,1410,0,0,98038,36
"5713",565,3,3,2110,4000,1,0,2,4,7,1110,1000,0,98126,56
"5714",765,3,2,2700,8444,2,0,0,3,10,2700,0,0,98006,29
"5715",1517,3,2,2610,9409,1,1,4,4,8,2610,0,0,98075,58
"5716",405,3,2,1660,8174,1,0,0,3,7,830,830,0,98034,40
"5717",1098,4,4,4570,16219,2,0,0,3,11,4570,0,NA,98075,19
"5718",555,3,3,3760,188760,1,0,0,4,10,2640,1120,0,98092,42
"5719",305,3,2,1610,3516,2,0,0,3,8,1610,0,0,98055,15
"5720",289.95,3,2,1740,9370,1,0,0,3,7,1390,350,0,98198,29
"5721",487.5,5,4,3530,218472,2,0,NA,3,7,2380,1150,0,98019,22
"5722",96.5,3,1,840,12091,1,0,0,3,6,840,0,0,98023,62
"5723",185,3,1,840,12091,1,0,0,3,6,840,0,0,98023,62
"5724",150.55,4,1,1470,6061,2,0,0,3,7,1470,0,0,98168,76
"5725",339,4,2,2470,5080,2,0,0,3,6,1970,500,1988,98106,73
"5726",675,4,2,2220,7230,1,0,1,3,NA,1280,940,0,98125,71
"5727",615,NA,2,1720,4080,1,0,0,4,7,960,760,0,98144,97
"5728",837.5,4,2,2700,9320,2,0,0,4,8,2700,0,0,98033,NA
"5729",250,2,1,950,11835,1,0,0,3,5,950,0,0,98028,89
"5730",583,3,2,1790,8144,2,0,0,3,8,1790,0,0,98074,32
"5731",499,3,2,1610,1728,3,0,0,3,8,1610,0,0,98115,21
"5732",550,3,2,2290,NA,2,0,0,3,8,2290,0,0,98146,20
"5733",400,4,2,2170,204296,1,0,NA,4,7,2170,0,0,98022,41
"5734",990.4,3,2,2100,4097,2,0,0,3,9,NA,0,0,98004,13
"5735",600,3,2,2320,52272,2,0,0,3,8,2320,0,0,98075,47
"5736",325,2,1,1120,6236,1,0,0,4,6,1120,0,0,98155,67
"5737",265,3,2,NA,6000,2,0,0,4,7,1530,0,0,98038,30
"5738",1620.5,3,2,3490,9362,1,0,3,5,9,1770,1720,0,98105,61
"5739",347.5,3,2,1180,8353,1,0,0,3,7,1180,0,0,98155,61
"5740",629,5,NA,2050,3000,2,0,0,3,7,1470,580,1984,98103,109
"5741",1087.5,NA,2,2360,11340,2,0,0,3,9,2360,0,0,98040,24
"5742",397.5,4,2,NA,7859,2,0,0,3,8,2570,0,0,98038,29
"5743",404.5,2,1,NA,3700,2,0,0,3,7,1270,0,0,98144,112
"5744",225,3,2,1250,7500,1,0,0,3,7,1250,0,0,98030,54
"5745",267,3,2,2510,9900,1,0,0,3,8,1610,900,0,98023,43
"5746",800,4,4,2690,4000,2,0,3,4,9,2120,570,1989,98119,112
"5747",339,4,2,2900,6918,2,0,0,3,8,2900,0,0,98001,20
"5748",1850,4,2,3830,11972,1,1,4,3,11,2370,1460,0,98155,40
"5749",525,5,1,1280,3876,2,0,0,3,7,1280,0,0,98105,98
"5750",1150,5,4,4350,6218,2,0,2,3,10,3520,830,0,98027,14
"5751",565,1,1,1370,6250,2,0,0,4,7,1370,0,0,98136,100
"5752",387,2,2,1230,1280,2,0,0,3,8,960,270,0,98144,9
"5753",720,4,2,2440,34290,2,0,0,3,NA,2440,0,0,98053,34
"5754",1500,4,4,4410,12426,2,0,2,3,12,3420,990,0,98006,25
"5755",235,2,1,910,7617,1,NA,0,3,6,910,0,0,98125,85
"5756",365,2,NA,910,7617,1,0,0,3,6,910,0,0,98125,85
"5757",368.25,3,2,2150,7484,2,0,0,3,8,2150,0,0,98074,33
"5758",580,3,2,2150,7484,2,0,0,3,8,2150,0,0,98074,33
"5759",1100,4,3,3190,11774,2,1,4,3,8,2610,580,NA,98178,65
"5760",215,4,2,2130,4496,2,0,0,3,7,2130,0,0,98001,17
"5761",648,4,2,2740,9959,2,0,0,3,9,2740,0,0,98029,32
"5762",705,4,NA,3150,9318,2,0,0,3,9,3150,0,0,98075,20
"5763",465,3,2,1450,1540,2,0,0,3,8,1180,270,0,98107,16
"5764",650,5,2,2400,3500,2,0,0,3,8,1900,500,0,98103,110
"5765",335,4,2,2280,7500,1,0,0,4,7,1140,1140,0,98198,58
"5766",640,4,2,2310,31850,2,0,0,4,8,2310,0,0,98072,37
"5767",638.25,4,2,2460,8029,2,0,0,3,9,2460,0,0,98074,32
"5768",1460,4,4,4200,14353,2,0,2,3,12,3640,560,0,98040,25
"5769",375,NA,2,1620,4600,2,0,0,3,7,1620,0,0,98108,112
"5770",842,4,2,2170,9525,1,0,0,3,8,2170,0,0,98040,61
"5771",499.95,3,2,2880,7200,1,0,0,3,8,1710,1170,0,98133,51
"5772",810,4,2,3280,25211,2,0,3,3,11,3280,0,0,98074,36
"5773",310,5,2,2900,11970,2,0,0,4,7,2900,0,0,98072,52
"5774",730,3,2,2160,8809,1,0,0,3,9,1540,620,0,98103,7
"5775",637.8,4,2,2250,4750,2,0,0,4,7,1420,830,0,98115,97
"5776",225,3,1,1340,4800,2,0,0,4,5,1340,0,0,98055,118
"5777",417.5,4,1,1390,10800,2,0,0,4,NA,1390,0,0,98177,80
"5778",265,4,2,1600,10160,1,0,0,4,7,1600,NA,0,98022,49
"5779",550,4,2,2050,8683,2,0,0,3,8,2050,0,0,98074,34
"5780",625.7,3,2,2570,159865,1,0,0,5,7,2570,0,0,98024,53
"5781",595,3,2,2660,10637,2,0,0,3,9,2660,0,NA,98011,30
"5782",270,3,2,1540,13475,1,0,0,4,7,1540,0,0,98059,49
"5783",739.375,5,3,2640,3200,2,0,0,4,7,2140,500,0,98112,115
"5784",357.562,2,2,1210,1032,2,0,0,3,8,1210,0,0,98029,7
"5785",1010,4,2,3760,29224,2,0,0,3,11,3760,0,0,98052,34
"5786",455,2,2,1350,4286,1,0,0,3,8,1350,NA,0,98053,17
"5787",310,5,2,2600,9600,1,0,NA,4,8,1810,790,0,98023,52
"5788",415,3,3,3900,111514,2,0,0,3,6,3460,440,2008,98024,54
"5789",452,2,1,1340,8100,1,0,2,3,NA,1340,0,0,98177,71
"5790",810,3,2,1760,16928,1,0,0,3,NA,1760,0,0,98004,68
"5791",730.001,3,2,1840,4750,1,0,0,5,7,1010,830,0,NA,70
"5792",825,3,2,2980,86636,1,0,0,3,9,2230,750,0,98053,32
"5793",665,3,2,1730,3000,2,0,0,3,8,1730,0,0,98103,25
"5794",327.5,4,NA,1650,7800,1,0,0,3,8,1650,0,0,98058,53
"5795",699.95,3,2,3370,36218,2,0,0,4,9,3370,0,0,98075,33
"5796",424,3,2,2200,34680,2,0,0,3,9,2200,0,0,98092,36
"5797",657,4,2,2180,3375,2,0,0,4,7,1420,760,0,98117,95
"5798",445,3,2,1490,10844,1,0,0,3,NA,1210,280,0,98008,47
"5799",450,3,2,1530,762,2,0,0,3,8,1050,480,0,98119,14
"5800",350,3,1,1180,7455,1,0,0,4,7,1180,0,0,98034,57
"5801",460,4,2,2080,17532,2,0,0,3,9,2080,0,0,98059,25
"5802",385,4,2,3200,22651,1,0,0,5,8,1610,1590,0,98031,51
"5803",272,4,2,1880,NA,2,0,0,3,7,1880,0,0,98023,28
"5804",535,3,2,2510,5544,2,0,0,3,7,2510,0,0,98053,20
"5805",216.5,2,1,1060,5200,1,0,0,3,6,1060,0,0,98042,52
"5806",325,3,2,2130,12245,2,0,0,3,8,2130,0,0,98042,32
"5807",420.2,3,2,1320,7280,1,0,0,3,7,1320,0,0,98034,53
"5808",258,3,2,1040,5650,1,0,0,5,6,1040,0,0,98178,70
"5809",450,3,2,1150,4500,2,0,0,3,7,1150,0,1991,98103,104
"5810",720.168,4,2,2120,3794,2,0,0,4,7,1420,700,0,98117,95
"5811",652,3,2,2130,5000,2,0,0,5,7,1330,800,0,98107,96
"5812",569.5,4,2,2340,8248,2,0,0,3,8,2340,0,0,98074,32
"5813",411,4,2,2250,292288,1,0,0,4,7,2250,0,0,98042,58
"5814",524.95,3,2,1890,3825,1,0,0,3,7,1290,600,0,98117,47
"5815",153,2,1,1140,10152,NA,0,0,3,6,760,380,0,98155,79
"5816",775,3,2,2780,5467,2,0,2,3,9,2780,0,0,98126,21
"5817",338.5,4,2,2390,6111,2,0,0,3,8,2390,0,0,98030,24
"5818",570,3,2,2390,9000,1,0,0,3,8,1500,890,0,98052,46
"5819",653,3,2,2680,8429,1,0,NA,4,9,1880,800,1991,98038,71
"5820",435,2,2,1560,1222,NA,0,0,3,8,1080,480,0,98122,13
"5821",207,2,1,1130,8160,1,0,0,4,6,1130,0,0,98168,69
"5822",540,2,1,1120,7500,1,0,2,4,7,1120,0,0,98008,50
"5823",386,4,2,2050,9583,2,0,2,3,8,1770,280,0,98198,56
"5824",265,5,2,2600,8075,2,0,NA,4,8,2600,0,0,98092,52
"5825",250,3,2,1050,572,2,0,0,3,7,740,310,0,98106,15
"5826",1697,3,2,2600,6600,2,0,4,3,10,1930,670,2014,98122,51
"5827",455,4,2,2811,7251,2,0,0,3,9,2811,0,NA,98038,12
"5828",1795,4,3,4060,13000,2,0,3,3,11,4060,0,0,98040,NA
"5829",759,3,2,2260,7200,1,0,3,3,7,1130,1130,0,98144,80
"5830",970,4,3,4430,74358,2,0,0,3,10,4430,0,0,98053,31
"5831",280,1,0,600,24501,1,0,0,2,3,600,0,0,98045,71
"5832",690,3,2,2430,8327,1,0,0,4,9,1430,1000,0,98006,43
"5833",789.9,3,2,3420,25150,NA,0,0,4,10,1750,1670,0,98006,34
"5834",447.5,2,1,1180,5100,2,0,0,3,7,1180,0,0,98103,95
"5835",440,4,2,2010,7575,1,0,0,3,7,1220,790,0,98034,47
"5836",278,3,2,1230,7789,1,0,0,3,7,1230,0,0,98042,27
"5837",980,5,2,2750,6000,2,0,0,3,NA,1750,1000,1994,98103,117
"5838",245,3,3,1300,14197,1,0,0,3,7,860,440,0,98030,25
"5839",287,3,2,1150,11475,1,0,0,3,7,1150,0,0,98045,50
"5840",435,3,2,2220,132858,NA,0,0,3,7,1110,1110,0,98027,33
"5841",585,3,2,2050,11690,2,0,0,4,9,2050,0,0,98059,32
"5842",616,4,2,1700,5846,1,0,0,3,8,1700,0,0,98199,64
"5843",203,3,2,1610,9000,1,0,0,4,7,1100,510,0,98092,43
"5844",860,4,3,2720,3840,2,0,0,3,8,1790,930,2009,98107,101
"5845",833,4,2,2190,12690,1,0,2,3,8,1170,1020,0,98033,48
"5846",565,4,3,2730,6856,2,0,0,3,8,2730,0,0,98072,18
"5847",572.5,3,2,2490,7589,2,0,0,3,9,2490,0,0,98056,30
"5848",254,4,2,1510,4235,1,0,0,3,7,1510,0,0,98108,66
"5849",1525,4,4,4720,21000,3,0,4,5,11,4720,0,0,98177,50
"5850",900,4,3,3810,217800,2,0,0,3,9,3810,0,0,98077,18
"5851",899,3,2,1950,3730,2,0,0,3,9,1950,0,0,98033,25
"5852",560,3,2,1300,6000,1,0,0,5,7,1300,0,0,98136,78
"5853",512.5,3,2,1610,7200,1,0,0,3,7,1180,430,0,98007,45
"5854",775,4,2,2040,5000,2,0,0,5,7,1180,860,0,98117,97
"5855",200,2,1,700,NA,1,0,0,5,5,700,0,0,98056,68
"5856",172,3,1,970,NA,1,0,0,4,6,720,250,0,98106,78
"5857",219.9,3,1,910,6000,1,0,0,2,6,910,0,0,98146,65
"5858",641.2,3,1,1060,9123,1,0,0,3,7,1060,0,0,98004,69
"5859",473,5,3,2180,7200,2,0,0,4,7,2180,0,0,98034,39
"5860",540,3,2,2050,9580,1,0,0,3,8,1400,650,0,98074,37
"5861",295,2,1,750,4500,1,0,0,3,6,750,0,0,98122,76
"5862",370,3,1,800,2296,1,0,0,4,6,800,NA,0,98103,113
"5863",1727,4,2,3470,8000,2,0,1,3,9,2360,1110,2002,98122,115
"5864",275,3,2,1390,48257,1,0,0,3,6,1390,0,2013,98024,99
"5865",89,3,1,900,4750,1,0,NA,4,6,900,0,0,98023,52
"5866",175,2,2,1050,9800,2,0,0,4,6,1050,0,0,98019,46
"5867",490,3,2,2410,11900,1,0,2,4,9,1600,810,0,98023,32
"5868",342.4,3,2,1180,9630,2,0,0,3,7,1180,0,0,98028,35
"5869",345,3,1,1140,4200,2,0,0,4,7,1140,0,0,98144,117
"5870",399,2,NA,700,3400,1,0,0,3,6,700,0,0,98112,75
"5871",550,4,2,2060,9719,1,0,0,4,8,1320,740,0,98006,61
"5872",652.45,3,2,NA,11835,1,0,0,5,8,1630,600,0,98006,47
"5873",438,2,2,1950,29347,1,0,0,3,8,NA,600,0,98133,68
"5874",605,3,2,2100,5058,1,0,2,3,7,1340,760,0,98126,80
"5875",395,4,2,2130,11733,1,0,0,5,7,1330,800,0,98059,52
"5876",449.95,3,2,NA,3048,2,0,0,4,7,1880,0,0,98122,119
"5877",651.1,4,2,2310,5526,2,0,0,3,9,2310,0,0,98074,18
"5878",241,3,1,880,6050,1,0,0,3,6,880,0,0,98178,76
"5879",3418.8,5,5,5450,20412,2,0,0,3,11,5450,0,0,98039,7
"5880",268.5,2,2,1290,1749,1,0,0,3,8,660,630,0,98008,52
"5881",200,2,1,1010,7200,1,0,0,3,6,1010,0,0,98166,65
"5882",400.375,4,2,1690,7680,1,0,0,5,6,890,800,0,98126,75
"5883",429,2,2,1350,6315,1,0,0,3,8,1350,0,0,98053,16
"5884",230,3,1,680,2400,1,0,0,4,6,680,0,0,98144,118
"5885",1200,4,2,2860,10702,2,0,0,3,10,2860,0,0,NA,39
"5886",314.2,1,1,610,6000,1,0,0,4,5,NA,0,0,98117,103
"5887",513,4,2,2660,8887,1,0,0,4,8,1880,780,0,98166,54
"5888",535,2,1,1390,5346,1,0,0,5,7,960,430,0,98118,113
"5889",420,6,3,2290,6344,2,NA,0,3,7,2290,0,0,98126,41
"5890",345.95,3,2,2110,4118,2,0,0,3,8,2110,0,0,98042,32
"5891",483.5,3,2,1200,2016,1,0,1,4,7,600,600,0,98116,90
"5892",695,4,2,2360,2500,2,0,3,3,8,1520,840,0,98117,20
"5893",295,4,2,2350,8906,NA,0,0,3,7,2350,0,0,98031,28
"5894",434.975,3,2,1590,9960,1,0,0,3,7,1060,530,0,98155,45
"5895",513,3,2,1810,4592,2,0,0,3,8,1810,0,0,98029,29
"5896",360,3,2,1900,11407,1,0,0,3,8,1900,NA,0,98155,58
"5897",234.9,3,1,1250,8000,1,0,0,3,7,1250,0,0,98146,65
"5898",963,4,4,3280,6603,NA,0,0,3,10,3280,0,0,98027,14
"5899",595,2,2,870,4800,1,0,0,3,7,870,0,0,98119,97
"5900",942.5,4,3,3570,14408,2,0,2,3,10,3570,0,0,98065,15
"5901",1029,4,3,3780,11200,2,0,0,3,11,3780,0,0,98059,19
"5902",350,3,1,1190,3600,2,0,0,3,6,1190,0,0,98144,117
"5903",416.5,4,2,2280,39848,2,NA,0,4,8,2280,0,0,98070,30
"5904",209.9,3,1,1030,60720,2,0,0,3,5,1030,0,0,98042,109
"5905",802,3,2,2870,5000,2,0,0,4,8,1840,1030,0,98144,114
"5906",230,4,2,1520,8800,1,0,0,4,7,1520,0,0,98002,NA
"5907",489,3,3,3700,10375,2,0,0,3,9,3700,0,0,98188,39
"5908",497,3,2,2240,28750,1,0,0,3,8,1620,620,0,98034,65
"5909",250,3,2,1920,7738,1,0,0,3,8,1520,NA,0,98148,56
"5910",925,3,3,2560,3600,2,0,0,3,10,2110,450,0,98119,27
"5911",390,4,2,1840,15496,2,0,0,3,8,1840,0,0,98059,30
"5912",415,3,3,2080,9600,1,0,0,3,7,2080,0,0,98028,33
"5913",785,3,2,1600,9638,1,0,0,5,7,1600,0,0,98040,69
"5914",575,3,2,2168,4000,2,0,0,3,8,2168,0,0,98105,114
"5915",170,2,1,860,8636,1,0,0,3,6,860,0,0,98146,97
"5916",750,4,2,2100,3400,1,0,0,5,7,1100,1000,0,98119,106
"5917",230,3,1,1140,9639,1,0,0,4,7,1140,0,0,98001,NA
"5918",855,4,3,3090,35074,2,0,0,3,9,3090,0,0,98005,43
"5919",235,3,1,1330,45738,2,0,0,2,6,1330,0,0,98058,54
"5920",335,2,1,1360,69260,1,0,0,4,5,1360,0,0,98065,84
"5921",1195,5,3,3420,18129,2,0,0,3,9,2540,880,2005,98040,69
"5922",677,4,2,2180,6000,2,0,0,3,8,2060,120,0,98144,94
"5923",575,3,2,1800,5000,2,0,0,5,7,1600,200,0,98136,96
"5924",450,2,1,1120,4590,1,0,0,3,7,1120,0,0,98118,97
"5925",817.25,3,2,2980,7202,2,0,0,3,8,2980,0,0,98033,22
"5926",440,4,2,2600,28600,1,0,0,3,8,1810,790,0,98072,53
"5927",526,NA,2,1550,2400,2,0,0,4,7,1550,0,0,98103,121
"5928",762.5,3,2,3330,15258,2,0,0,3,10,3330,0,0,98077,35
"5929",325,4,2,2200,7719,2,0,0,3,8,2200,0,0,98030,21
"5930",840,4,4,3840,85728,2,0,0,3,11,3840,0,0,98014,23
"5931",377.5,2,1,840,4500,1,0,0,3,6,840,0,0,98136,82
"5932",212.5,3,2,1270,7128,1,0,0,4,6,1270,0,0,98198,67
"5933",749.4,4,2,3240,20301,2,0,0,3,10,3240,0,0,98052,36
"5934",663,3,2,2480,37843,2,1,3,4,8,2480,0,0,98070,47
"5935",1476,3,2,4470,22518,2,0,2,3,9,3240,1230,2004,98006,68
"5936",261,3,1,1780,7800,1,0,0,3,7,1060,720,0,98178,64
"5937",515,4,2,1850,9248,2,0,0,3,8,1850,0,0,98028,24
"5938",410,3,2,2200,16921,2,0,0,3,8,2200,0,0,98038,34
"5939",336,3,2,2760,10160,1,0,NA,3,8,2760,0,0,98058,52
"5940",440,2,1,1090,4128,1,0,0,NA,7,1090,0,0,98115,73
"5941",908.95,4,3,3090,6200,2,0,0,3,9,3090,NA,0,98006,7
"5942",554,2,1,820,3700,1,0,0,5,7,820,0,0,98040,53
"5943",387,3,NA,1445,1606,2,0,0,3,7,1300,145,0,98027,18
"5944",268.643,4,2,1810,9240,2,0,0,3,NA,1810,0,0,98055,60
"5945",514,3,2,1620,5000,1,0,0,3,7,920,700,0,98117,67
"5946",420,2,2,1060,4182,2,0,0,3,7,1060,0,0,98115,44
"5947",199,3,2,1050,9871,1,0,0,5,7,1050,0,0,98042,53
"5948",225,3,1,1010,15701,1,0,0,4,7,1010,0,0,98188,72
"5949",320,4,2,2050,8424,2,0,0,NA,8,2050,0,0,98022,28
"5950",204.995,2,1,970,8185,1,0,0,5,6,970,0,0,98031,117
"5951",376,3,2,1540,1827,2,0,0,3,8,NA,0,0,98029,16
"5952",705,4,3,3000,6222,2,0,0,3,9,3000,0,0,98029,17
"5953",725.995,4,2,3190,7869,2,0,2,3,9,3190,0,0,98065,20
"5954",285,4,2,1870,8190,1,0,0,3,7,1100,770,0,98058,44
"5955",285,4,2,2200,9397,2,0,0,3,8,2200,0,0,98001,34
"5956",731,4,2,3070,5936,2,0,0,3,9,3070,0,0,98075,16
"5957",1564.35,4,4,3730,17000,2,0,3,4,10,2820,910,0,98040,35
"5958",510,4,2,2440,10423,1,0,0,3,7,2440,0,1993,98034,66
"5959",620,2,1,990,4332,1,0,0,3,7,990,0,0,98103,112
"5960",1110,3,4,4160,31796,2,0,0,3,11,4160,0,0,98053,32
"5961",796,4,4,3670,4960,2,0,0,3,NA,2870,800,0,98177,16
"5962",255,3,2,910,25500,1,0,0,3,5,910,0,0,98188,78
"5963",807,3,2,1940,4000,2,0,0,4,9,1940,0,0,98199,21
"5964",315,4,2,1780,6000,2,0,0,3,9,1780,0,0,98038,21
"5965",637,NA,2,2200,7355,2,0,0,4,8,2200,0,0,98052,35
"5966",2725,4,4,6410,43838,2,0,2,4,12,5610,800,0,98144,115
"5967",490,3,2,2070,10023,1,0,0,3,8,1220,850,0,98074,40
"5968",253,3,2,2040,7281,1,0,0,3,7,1020,1020,0,98188,59
"5969",325.9,4,2,2320,6270,2,0,0,3,8,2320,0,0,98042,17
"5970",425,2,2,1440,6677,1,0,0,3,7,870,570,0,98118,69
"5971",215,4,2,1700,NA,2,0,0,3,7,1700,0,0,98038,24
"5972",315,4,2,1700,6675,2,0,0,3,7,1700,0,0,98038,24
"5973",724.8,3,2,2050,3933,1,0,0,3,8,1180,870,2001,98112,95
"5974",295,2,1,800,6500,1,0,0,4,6,800,0,0,NA,68
"5975",509.007,3,2,1800,7620,1,0,0,3,8,1350,450,0,98177,70
"5976",306,5,2,1460,169448,2,0,0,3,6,1460,0,0,NA,111
"5977",205,3,2,1290,7210,1,0,0,3,7,NA,0,0,98023,37
"5978",275,3,2,1900,9737,1,0,0,4,7,1200,700,0,98031,53
"5979",685,3,2,1480,7000,1,0,2,NA,8,1480,0,0,98122,58
"5980",465,4,2,2090,12833,1,0,0,3,7,1220,870,0,98034,52
"5981",560,4,2,1950,9800,1,0,0,3,8,1330,620,0,98033,53
"5982",458.5,3,2,1250,9605,1,0,0,3,NA,1250,0,0,98008,57
"5983",354,3,1,990,7590,1,NA,0,3,6,990,0,0,98008,62
"5984",441,3,2,2740,7923,2,0,0,3,9,2740,0,0,98058,23
"5985",194,3,2,1260,10488,1,0,0,2,7,1110,150,0,98106,69
"5986",316.5,4,2,2150,6807,2,0,0,4,8,2150,0,0,98031,30
"5987",524.95,3,2,1750,3250,2,0,0,4,7,1230,520,0,98117,92
"5988",1052,3,2,2880,6092,2,0,4,4,8,1920,960,0,98116,38
"5989",925,4,2,2590,13894,2,0,0,4,9,2590,0,0,98005,46
"5990",780,3,2,2430,4524,2,0,0,NA,7,1830,600,0,98103,97
"5991",241,2,2,1470,3128,2,0,0,3,6,1470,0,0,98038,16
"5992",519,3,NA,2020,10744,1,0,0,5,7,1270,750,0,98166,67
"5993",286,2,1,610,4000,1,0,0,4,6,610,0,0,98136,103
"5994",400,3,2,3000,17800,1,0,0,3,8,1500,1500,0,98125,59
"5995",255,2,1,920,43560,1,0,0,4,5,920,0,0,98024,98
"5996",152,3,2,1070,7754,1,0,0,NA,6,1070,0,0,98146,68
"5997",599,4,2,3410,15143,2,0,0,4,8,3410,0,1987,98052,49
"5998",330,4,2,1820,3905,2,0,0,3,7,1820,0,0,98019,20
"5999",461,2,1,1060,7193,1,0,0,3,7,1060,0,0,98133,95
"6000",620,5,2,3070,34991,2,0,0,3,9,3070,0,0,98059,26
"6001",352.5,4,2,2300,219106,1,0,0,4,7,1840,460,0,98038,63
"6002",435,3,2,1610,6911,1,0,0,3,7,1260,350,0,98034,33
"6003",725,5,3,2830,5310,2,NA,0,3,9,2830,0,0,98052,15
"6004",300,3,1,970,12300,1,0,0,3,7,970,0,0,98028,39
"6005",252,3,2,NA,8284,2,0,0,3,7,1680,0,0,98038,32
"6006",464.625,4,3,2040,8996,1,0,0,4,8,1260,780,0,98033,47
"6007",340,3,1,1450,9586,2,0,0,3,7,1450,0,0,98155,71
"6008",1325,4,2,2870,6280,2,0,0,4,9,1980,890,0,98112,116
"6009",455,5,2,1870,13970,1,0,0,4,7,1120,750,0,98027,52
"6010",495,4,4,2490,18042,2,0,0,3,8,2490,0,0,98070,18
"6011",925,4,2,NA,4501,2,0,0,3,9,2640,710,0,98117,19
"6012",587,4,3,3190,8737,2,0,0,3,9,3190,0,0,98065,15
"6013",524,3,2,1560,5520,1,0,0,4,6,780,780,0,98199,77
"6014",1030,4,2,2750,4800,2,0,0,3,9,1960,790,2005,98103,116
"6015",176,2,1,920,2332,1,0,0,4,8,920,0,0,98198,41
"6016",249.9,2,1,1140,5500,1,0,0,3,6,1140,0,0,98106,74
"6017",499.5,3,2,2520,53143,2,0,0,3,7,2520,0,0,98019,33
"6018",600,NA,4,3150,10542,1,0,0,5,9,1620,1530,0,98011,47
"6019",294,4,2,2040,7800,2,0,0,3,7,2040,0,0,98168,18
"6020",272,4,2,1780,19843,1,0,0,3,7,1780,0,0,98058,58
"6021",390,3,2,2240,10800,2,0,NA,3,8,2240,0,0,98028,25
"6022",700,4,2,3270,9650,1,0,3,4,9,2320,950,0,98166,50
"6023",635,5,3,3110,6621,2,NA,0,3,9,3110,0,0,98065,15
"6024",920,4,2,NA,3600,2,0,0,3,8,1660,190,0,98112,92
"6025",500,3,2,1570,8530,1,0,NA,4,7,1190,380,0,98033,38
"6026",263.5,2,1,750,4515,1,0,0,3,6,750,0,0,98106,79
"6027",975,4,2,2240,9990,2,0,0,4,10,2240,0,0,98040,54
"6028",575,3,2,1870,3485,2,0,0,3,8,1870,0,0,98029,20
"6029",822,4,2,2683,40386,2,0,0,4,9,2683,0,NA,98052,34
"6030",300,3,1,1490,7200,1,0,0,3,7,1490,0,0,98125,67
"6031",487.6,4,2,NA,12080,2,0,0,3,8,2340,0,0,98019,22
"6032",500,4,2,1700,8640,1,0,0,3,7,850,850,2010,98006,66
"6033",680,2,2,1450,989,3,0,0,3,9,1450,0,0,98109,7
"6034",419,3,2,3310,21096,2,0,2,3,9,3310,0,0,98023,17
"6035",450,NA,2,1520,5250,1,0,0,3,6,1520,0,0,98199,72
"6036",650,5,2,1260,4500,2,0,0,3,7,1260,0,0,98119,95
"6037",550,3,2,1840,8086,1,0,0,4,8,1840,0,0,98052,57
"6038",330,4,2,1750,5202,1,0,1,4,6,1070,680,0,98108,79
"6039",282.51,4,NA,1450,32234,2,0,0,4,6,1450,0,0,98030,89
